Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 1 (city),Location 2,Location 1 (state)
OKLAHOMA,2014,49,2,,1,,10,,79,,73,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-97.52106835299998 35.472030747000076),,,OKLAHOMA
CALIFORNIA,2014,49,1,,6,,17,,321,,289,,,-,1,,6,,63,,114,,,-,0,,0,,,-,,-,POINT (-120.99999644699994 37.63864210000003),,,CALIFORNIA
COLORADO,2014,49,1,,1,,5,,57,,92,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360911499996 38.84384342200008),,,COLORADO
NEW HAMPSHIRE,2014,49,,-,0,,3,,32,,42,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-71.50035697299995 43.65595283500005),,,NEW HAMPSHIRE
OHIO,2014,49,2,,6,,15,,316,,364,,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,POINT (-82.40425667899996 40.060212455000055),,,OHIO
NEW YORK,2014,49,,-,4,,14,,227,,235,,,-,0,,4,,22,,50,,,-,0,,0,,,-,1,,POINT (-75.54396609999998 42.82700376100007),,,NEW YORK
ARIZONA,2014,49,,-,1,,5,,41,,39,,,-,0,,10,,26,,1,,,-,0,,0,,,-,,-,POINT (-111.76380664699997 34.86597351900008),,,ARIZONA
MASSACHUSETTS,2014,49,,-,2,,9,,128,,120,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,POINT (-72.08268726299997 42.27687400000008),,,MASSACHUSETTS
GEORGIA,2014,49,3,,4,,16,,224,,265,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,POINT (-83.62757885599996 32.839683200000024),,,GEORGIA
CONNECTICUT,2014,49,,-,1,,3,,40,,35,,,-,0,,1,,2,,17,,,-,0,,0,,,-,,-,POINT (-72.64983977999998 41.56266070000004),,,CONNECTICUT
ALABAMA,2014,49,1,,2,,8,,117,,139,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,POINT (-86.63185738799996 32.84057234800002),,,ALABAMA
NEBRASKA,2014,49,1,,2,,9,,99,,147,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571888999998 41.64104362100005),,,NEBRASKA
WYOMING,2014,49,,-,0,,4,,21,,166,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-108.10982701399996 43.23554100600006),,,WYOMING
IOWA,2014,49,,-,4,,13,,235,,1493,,,-,0,,1,,4,,,-,,-,0,,0,,,-,2,,POINT (-93.81648725599996 42.469401411000035),,,IOWA
MISSISSIPPI,2014,49,,-,1,,6,,64,,48,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-89.53802722999995 32.745513440000025),,,MISSISSIPPI
HAWAII,2014,49,,-,0,,2,,3,,1,,,-,0,,2,,6,,10,,,-,0,,0,,,-,,-,POINT (-157.85774798099996 21.30485232600006),,,HAWAII
LOUISIANA,2014,49,,-,3,,17,,210,,371,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,POINT (-92.44567750499994 31.312663324000027),,,LOUISIANA
NORTH DAKOTA,2014,49,1,,1,,16,,135,,80,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-100.11842789099995 47.475318609000055),,,NORTH DAKOTA
KANSAS,2014,49,,-,1,,4,,60,,96,,,-,0,,1,,1,,7,,,-,0,,0,,,-,,-,POINT (-98.20077822999997 38.347742794000055),,,KANSAS
DELAWARE,2014,49,,-,0,,1,,5,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-75.57773597599999 39.00883389200004),,,DELAWARE
MARYLAND,2014,49,1,,1,,5,,76,,64,,,-,0,,2,,7,,11,,,-,0,,0,,,-,,-,POINT (-76.60925984299996 39.290582950000044),,,MARYLAND
WEST VIRGINIA,2014,49,,-,0,,2,,7,,21,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,POINT (-80.71263755899997 38.66551127300005),,,WEST VIRGINIA
ARKANSAS,2014,49,,-,1,,12,,52,,50,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,POINT (-92.27448966799994 34.74865032200006),,,ARKANSAS
SOUTH DAKOTA,2014,49,,-,3,,9,,144,,162,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,POINT (-100.37352915599996 44.35313004200003),,,SOUTH DAKOTA
NEW JERSEY,2014,49,,-,0,,4,,13,,65,,,-,1,,6,,56,,,-,,-,0,,0,,,-,,-,POINT (-74.27368796999997 40.130570807000026),,,NEW JERSEY
OREGON,2014,49,,-,2,,7,,101,,266,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502935599994 44.56745049300008),,,OREGON
MINNESOTA,2014,49,,-,0,,7,,,-,318,,,-,0,,0,,,-,21,,,-,0,,0,,,-,1,,POINT (-94.79419983199995 46.35564896600005),,,MINNESOTA
PENNSYLVANIA,2014,49,3,,6,,15,,324,,426,,,-,0,,1,,6,,24,,,-,0,,0,,,-,,-,POINT (-77.86069690799997 40.79373362300004),,,PENNSYLVANIA
MICHIGAN,2014,49,,-,4,,13,,221,,261,,,-,0,,0,,,-,16,,,-,0,,0,,,-,,-,POINT (-84.71438555599997 44.66132238800003),,,MICHIGAN
NEW MEXICO,2014,49,,-,1,,7,,72,,47,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057817299996 34.52088149400004),,,NEW MEXICO
VIRGINIA,2014,49,,-,2,,8,,114,,129,,,-,0,,3,,9,,21,,,-,0,,0,,,-,1,,POINT (-78.45788932099998 37.542680705000066),,,VIRGINIA
NEW YORK CITY,2014,49,7,,2,,7,,86,,73,,,-,0,,3,,30,,128,,,-,0,,0,,,-,1,,POINT (-74.00596858999995 40.71426755700003),,,NEW YORK CITY
MONTANA,2014,49,,-,1,,5,,61,,125,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,POINT (-109.42441587999997 47.06652795700006),,,MONTANA
INDIANA,2014,49,,-,2,,9,,125,,134,,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,POINT (-86.14995646699998 39.766913353000064),,,INDIANA
GUAM,2014,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (144.73149801400007 13.480998894000038),,,GUAM
UNITED STATES,2014,50,102,,114,,331,,7543,,8813,,,-,7,,18,,389,,817,,,-,0,,0,,,-,6,,,,,
NEW ENGLAND,2014,50,1,,5,,17,,296,,271,,,-,0,,3,,21,,33,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,50,12,,12,,34,,667,,815,,,-,2,,11,,112,,202,,,-,0,,0,,,-,2,,,,,
E.N. CENTRAL,2014,50,1,,21,,69,,1307,,1492,,,-,0,,3,,20,,64,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,50,7,,14,,39,,834,,2512,,,-,0,,1,,7,,37,,,-,0,,0,,,-,3,,,,,
S. ATLANTIC,2014,50,62,,26,,149,,2487,,1143,,,-,2,,6,,85,,209,,,-,0,,0,,,-,1,,,,,
DIST. OF COL.,2014,50,,-,0,,1,,2,,14,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,,,DIST. OF COL.
E.S. CENTRAL,2014,50,2,,6,,17,,344,,342,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,50,9,,12,,46,,688,,863,,,-,0,,3,,26,,107,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,50,1,,8,,20,,422,,729,,,-,0,,10,,31,,11,,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,50,7,,10,,25,,498,,646,,,-,1,,6,,80,,138,,,-,0,,0,,,-,,-,,,,
AMER. SAMOA,2014,50,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
VIRGIN ISL.,2014,50,,-,0,,0,,,-,,-,,-,0,,5,,7,,168,,,-,0,,0,,,-,5,,,,,VIRGIN ISL.
CALIFORNIA,2014,50,3,,6,,17,,327,,295,,,-,1,,6,,63,,115,,,-,0,,0,,,-,,-,POINT (-120.99999644699994 37.63864210000003),,,CALIFORNIA
ARKANSAS,2014,50,1,,1,,12,,54,,51,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,POINT (-92.27448966799994 34.74865032200006),,,ARKANSAS
MASSACHUSETTS,2014,50,,-,2,,9,,134,,120,,,-,0,,1,,10,,,-,,-,0,,0,,,-,,-,POINT (-72.08268726299997 42.27687400000008),,,MASSACHUSETTS
NORTH CAROLINA,2014,50,42,,0,,28,,165,,126,,,-,0,,2,,8,,13,,,-,0,,0,,,-,,-,POINT (-79.15924997399998 35.466220159000045),,,NORTH CAROLINA
TEXAS,2014,50,5,,7,,37,,338,,363,,,-,0,,3,,22,,95,,,-,0,,0,,,-,,-,POINT (-99.42676785299994 31.827240467000024),,,TEXAS
RHODE ISLAND,2014,50,,-,0,,4,,15,,12,,,-,0,,1,,4,,9,,,-,0,,0,,,-,,-,POINT (-71.52246566099996 41.70828106100004),,,RHODE ISLAND
PUERTO RICO,2014,50,,N,0,,0,,,N,,N,,-,7,,45,,451,,9476,,,-,0,,2,,2,,151,,POINT (-66.49988980099994 18.24828934900006),,,PUERTO RICO
MONTANA,2014,50,1,,1,,5,,62,,125,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,POINT (-109.42441587999997 47.06652795700006),,,MONTANA
WASHINGTON,2014,50,1,,0,,9,,58,,75,,,-,0,,2,,9,,12,,,-,0,,0,,,-,,-,POINT (-120.47002813699999 47.52228790000004),,,WASHINGTON
NEW YORK,2014,50,3,,4,,14,,232,,237,,,-,0,,9,,20,,50,,,-,0,,0,,,-,1,,POINT (-75.54396609999998 42.82700376100007),,,NEW YORK
OHIO,2014,50,,-,6,,15,,316,,368,,,-,0,,1,,7,,9,,,-,0,,0,,,-,,-,POINT (-82.40425667899996 40.060212455000055),,,OHIO
ILLINOIS,2014,50,,-,3,,9,,141,,257,,,-,0,,1,,3,,25,,,-,0,,0,,,-,,-,POINT (-88.99770922699997 40.48501223300008),,,ILLINOIS
GEORGIA,2014,50,7,,4,,16,,234,,271,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,POINT (-83.62757885599996 32.839683200000024),,,GEORGIA
SOUTH DAKOTA,2014,50,1,,2,,9,,147,,165,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,POINT (-100.37352915599996 44.35313004200003),,,SOUTH DAKOTA
KANSAS,2014,50,1,,1,,4,,61,,97,,,-,0,,1,,1,,7,,,-,0,,0,,,-,,-,POINT (-98.20077822999997 38.347742794000055),,,KANSAS
OREGON,2014,50,3,,2,,7,,106,,270,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502935599994 44.56745049300008),,,OREGON
MISSISSIPPI,2014,50,,-,1,,6,,64,,48,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-89.53802722999995 32.745513440000025),,,MISSISSIPPI
HAWAII,2014,50,,-,0,,2,,3,,1,,,-,0,,2,,6,,10,,,-,0,,0,,,-,,-,POINT (-157.85774798099996 21.30485232600006),,,HAWAII
OKLAHOMA,2014,50,3,,1,,10,,82,,73,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-97.52106835299998 35.472030747000076),,,OKLAHOMA
VIRGIN ISL.,2014,51,,-,0,,0,,,-,,-,,-,0,,2,,7,,169,,,-,0,,0,,,-,5,,,,,VIRGIN ISL.
NEW HAMPSHIRE,2014,50,,-,0,,3,,34,,43,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-71.50035697299995 43.65595283500005),,,NEW HAMPSHIRE
COLORADO,2014,50,,-,1,,5,,57,,96,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360911499996 38.84384342200008),,,COLORADO
WEST VIRGINIA,2014,50,,-,0,,2,,7,,21,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,POINT (-80.71263755899997 38.66551127300005),,,WEST VIRGINIA
GUAM,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (144.73149801400007 13.480998894000038),,,GUAM
NEW MEXICO,2014,50,,-,1,,7,,72,,48,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057817299996 34.52088149400004),,,NEW MEXICO
NEBRASKA,2014,50,1,,2,,9,,100,,148,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571888999998 41.64104362100005),,,NEBRASKA
ALASKA,2014,50,,-,0,,1,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-147.72205958799998 64.84507799500005),,,ALASKA
NEVADA,2014,50,,-,0,,2,,14,,20,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,POINT (-117.07183885899997 39.49324221300003),,,NEVADA
NORTH DAKOTA,2014,50,,-,1,,16,,135,,81,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-100.11842789099995 47.475318609000055),,,NORTH DAKOTA
UTAH,2014,50,,-,1,,5,,56,,86,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.58712831499997 39.36070123200005),,,UTAH
NEW JERSEY,2014,50,,-,0,,4,,13,,69,,,-,1,,6,,56,,,-,,-,0,,0,,,-,,-,POINT (-74.27368796999997 40.130570807000026),,,NEW JERSEY
MINNESOTA,2014,50,,-,0,,4,,,-,318,,,-,0,,0,,,-,21,,,-,0,,0,,,-,1,,POINT (-94.79419983199995 46.35564896600005),,,MINNESOTA
DELAWARE,2014,50,,-,0,,1,,6,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-75.57773597599999 39.00883389200004),,,DELAWARE
WYOMING,2014,50,,-,0,,4,,21,,166,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-108.10982701399996 43.23554100600006),,,WYOMING
ARIZONA,2014,50,,-,1,,5,,43,,41,,,-,0,,10,,26,,1,,,-,0,,0,,,-,,-,POINT (-111.76380664699997 34.86597351900008),,,ARIZONA
TENNESSEE,2014,50,1,,1,,6,,85,,85,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,POINT (-85.77448666899994 35.68094072700006),,,TENNESSEE
FLORIDA,2014,50,12,,12,,123,,1815,,399,,,-,1,,4,,51,,144,,,-,0,,0,,,-,,-,POINT (-81.92895768899996 28.932042722000062),,,FLORIDA
VIRGINIA,2014,50,1,,2,,8,,118,,135,,,-,0,,3,,11,,21,,,-,0,,0,,,-,1,,POINT (-78.45788932099998 37.542680705000066),,,VIRGINIA
IOWA,2014,50,,-,4,,13,,240,,1498,,,-,0,,1,,4,,,-,,-,0,,0,,,-,2,,POINT (-93.81648725599996 42.469401411000035),,,IOWA
NEW YORK CITY,2014,50,4,,2,,7,,90,,78,,,-,0,,3,,30,,128,,,-,0,,0,,,-,1,,POINT (-74.00596858999995 40.71426755700003),,,NEW YORK CITY
IDAHO,2014,50,,-,1,,14,,97,,147,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-114.36372693399994 43.68263174800006),,,IDAHO
MICHIGAN,2014,50,,-,4,,13,,222,,264,,,-,0,,0,,,-,16,,,-,0,,0,,,-,,-,POINT (-84.71438555599997 44.66132238800003),,,MICHIGAN
INDIANA,2014,50,,-,3,,9,,132,,135,,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,POINT (-86.14995646699998 39.766913353000064),,,INDIANA
PENNSYLVANIA,2014,50,5,,6,,15,,332,,431,,,-,0,,1,,6,,24,,,-,0,,0,,,-,,-,POINT (-77.86069690799997 40.79373362300004),,,PENNSYLVANIA
LOUISIANA,2014,50,,-,3,,17,,214,,376,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,POINT (-92.44567750499994 31.312663324000027),,,LOUISIANA
KENTUCKY,2014,50,,-,1,,6,,70,,69,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496771599994 37.64597313300004),,,KENTUCKY
SOUTH CAROLINA,2014,50,,-,1,,4,,64,,97,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,POINT (-81.04536596899999 33.99882216300006),,,SOUTH CAROLINA
CONNECTICUT,2014,50,,-,0,,3,,40,,36,,,-,0,,1,,2,,17,,,-,0,,0,,,-,,-,POINT (-72.64983977999998 41.56266070000004),,,CONNECTICUT
MARYLAND,2014,50,,-,1,,5,,76,,64,,,-,0,,2,,7,,11,,,-,0,,0,,,-,,-,POINT (-76.60925984299996 39.290582950000044),,,MARYLAND
ALABAMA,2014,50,1,,2,,8,,125,,140,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,POINT (-86.63185738799996 32.84057234800002),,,ALABAMA
WISCONSIN,2014,50,1,,7,,32,,496,,468,,,-,0,,2,,6,,8,,,-,0,,0,,,-,,-,POINT (-89.81636640199997 44.39319064600005),,,WISCONSIN
MISSOURI,2014,50,4,,3,,13,,151,,205,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,POINT (-92.56629944499997 38.63579147100006),,,MISSOURI
VERMONT,2014,50,,-,0,,7,,25,,26,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,POINT (-72.51763667599994 43.62538389600007),,,VERMONT
MAINE,2014,50,1,,1,,4,,48,,34,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-68.98502586699993 45.25422910300006),,,MAINE
UNITED STATES,2014,51,59,,112,,337,,7604,,8908,,1,,9,,21,,448,,828,,,-,0,,0,,,-,6,,,,,
NEW ENGLAND,2014,51,2,,5,,17,,300,,271,,,-,0,,3,,27,,34,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,51,9,,12,,34,,676,,827,,,-,2,,8,,120,,205,,,-,0,,0,,,-,2,,,,,
E.N. CENTRAL,2014,51,6,,21,,69,,1323,,1502,,,-,0,,3,,23,,64,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,51,,-,14,,39,,850,,2533,,,-,0,,1,,7,,37,,,-,0,,0,,,-,3,,,,,
S. ATLANTIC,2014,51,31,,26,,150,,2483,,1162,,,-,2,,6,,107,,212,,,-,0,,0,,,-,1,,,,,
DIST. OF COL.,2014,51,,-,0,,1,,3,,15,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,,,DIST. OF COL.
E.S. CENTRAL,2014,51,1,,6,,17,,347,,346,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,51,2,,12,,46,,691,,877,,,-,0,,3,,27,,107,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,51,,-,8,,20,,427,,732,,,-,0,,10,,31,,11,,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,51,8,,9,,24,,507,,658,,1,,2,,7,,99,,142,,,-,0,,0,,,-,,-,,,,
AMER. SAMOA,2014,51,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,51,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
SOUTH DAKOTA,2014,51,,-,2,,9,,147,,170,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,POINT (-100.37352915599996 44.35313004200003),,,SOUTH DAKOTA
NEW HAMPSHIRE,2014,51,,-,0,,3,,34,,43,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-71.50035697299995 43.65595283500005),,,NEW HAMPSHIRE
MISSOURI,2014,51,,-,3,,13,,153,,209,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,POINT (-92.56629944499997 38.63579147100006),,,MISSOURI
DELAWARE,2014,51,,-,0,,1,,6,,16,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,POINT (-75.57773597599999 39.00883389200004),,,DELAWARE
CALIFORNIA,2014,51,6,,6,,19,,334,,299,,1,,1,,7,,81,,118,,,-,0,,0,,,-,,-,POINT (-120.99999644699994 37.63864210000003),,,CALIFORNIA
INDIANA,2014,51,,-,3,,9,,135,,136,,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,POINT (-86.14995646699998 39.766913353000064),,,INDIANA
PENNSYLVANIA,2014,51,5,,6,,15,,336,,438,,,-,0,,1,,6,,24,,,-,0,,0,,,-,,-,POINT (-77.86069690799997 40.79373362300004),,,PENNSYLVANIA
FLORIDA,2014,51,28,,12,,123,,1842,,405,,,-,1,,5,,73,,147,,,-,0,,0,,,-,,-,POINT (-81.92895768899996 28.932042722000062),,,FLORIDA
GEORGIA,2014,51,1,,4,,19,,197,,280,,,-,0,,1,,3,,9,,,-,0,,0,,,-,,-,POINT (-83.62757885599996 32.839683200000024),,,GEORGIA
MARYLAND,2014,51,,-,1,,5,,76,,64,,,-,0,,2,,7,,11,,,-,0,,0,,,-,,-,POINT (-76.60925984299996 39.290582950000044),,,MARYLAND
SOUTH CAROLINA,2014,51,1,,1,,4,,65,,97,,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,POINT (-81.04536596899999 33.99882216300006),,,SOUTH CAROLINA
NORTH DAKOTA,2014,51,,-,1,,16,,140,,81,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-100.11842789099995 47.475318609000055),,,NORTH DAKOTA
LOUISIANA,2014,51,1,,2,,17,,216,,378,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,POINT (-92.44567750499994 31.312663324000027),,,LOUISIANA
IOWA,2014,51,,-,4,,13,,246,,1501,,,-,0,,1,,4,,,-,,-,0,,0,,,-,2,,POINT (-93.81648725599996 42.469401411000035),,,IOWA
ALABAMA,2014,51,,-,2,,8,,125,,142,,,-,0,,1,,3,,5,,,-,0,,0,,,-,,-,POINT (-86.63185738799996 32.84057234800002),,,ALABAMA
ALASKA,2014,51,,-,0,,1,,4,,5,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,POINT (-147.72205958799998 64.84507799500005),,,ALASKA
WEST VIRGINIA,2014,51,,-,0,,2,,8,,21,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,POINT (-80.71263755899997 38.66551127300005),,,WEST VIRGINIA
NEVADA,2014,51,,-,0,,2,,14,,20,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,POINT (-117.07183885899997 39.49324221300003),,,NEVADA
ILLINOIS,2014,51,,-,3,,9,,144,,259,,,-,0,,1,,3,,25,,,-,0,,0,,,-,,-,POINT (-88.99770922699997 40.48501223300008),,,ILLINOIS
NEW YORK,2014,51,2,,4,,14,,234,,239,,,-,0,,4,,25,,51,,,-,0,,0,,,-,1,,POINT (-75.54396609999998 42.82700376100007),,,NEW YORK
MICHIGAN,2014,51,2,,4,,13,,226,,267,,,-,0,,1,,3,,16,,,-,0,,0,,,-,,-,POINT (-84.71438555599997 44.66132238800003),,,MICHIGAN
ARKANSAS,2014,51,,-,1,,12,,54,,51,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,POINT (-92.27448966799994 34.74865032200006),,,ARKANSAS
COLORADO,2014,51,,-,1,,5,,57,,98,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360911499996 38.84384342200008),,,COLORADO
HAWAII,2014,51,,-,0,,2,,3,,1,,,-,0,,2,,6,,10,,,-,0,,0,,,-,,-,POINT (-157.85774798099996 21.30485232600006),,,HAWAII
MAINE,2014,51,,-,1,,4,,48,,34,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-68.98502586699993 45.25422910300006),,,MAINE
UTAH,2014,51,,-,1,,4,,57,,86,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.58712831499997 39.36070123200005),,,UTAH
VIRGINIA,2014,51,1,,2,,8,,121,,138,,,-,0,,3,,11,,21,,,-,0,,0,,,-,1,,POINT (-78.45788932099998 37.542680705000066),,,VIRGINIA
WYOMING,2014,51,,-,0,,4,,21,,166,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-108.10982701399996 43.23554100600006),,,WYOMING
OREGON,2014,51,2,,2,,7,,108,,275,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502935599994 44.56745049300008),,,OREGON
NEW MEXICO,2014,51,,-,1,,7,,74,,48,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057817299996 34.52088149400004),,,NEW MEXICO
IDAHO,2014,51,,-,1,,14,,97,,147,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-114.36372693399994 43.68263174800006),,,IDAHO
MASSACHUSETTS,2014,51,,-,3,,9,,136,,120,,,-,0,,2,,15,,,-,,-,0,,0,,,-,,-,POINT (-72.08268726299997 42.27687400000008),,,MASSACHUSETTS
NORTH CAROLINA,2014,51,,-,0,,42,,165,,126,,,-,0,,2,,8,,13,,,-,0,,0,,,-,,-,POINT (-79.15924997399998 35.466220159000045),,,NORTH CAROLINA
KENTUCKY,2014,51,,-,1,,6,,70,,70,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496771599994 37.64597313300004),,,KENTUCKY
NEBRASKA,2014,51,,-,2,,9,,101,,151,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571888999998 41.64104362100005),,,NEBRASKA
OKLAHOMA,2014,51,1,,1,,10,,83,,73,,,-,0,,0,,,-,4,,,-,0,,0,,,-,,-,POINT (-97.52106835299998 35.472030747000076),,,OKLAHOMA
CONNECTICUT,2014,51,,-,0,,3,,40,,36,,,-,0,,1,,2,,18,,,-,0,,0,,,-,,-,POINT (-72.64983977999998 41.56266070000004),,,CONNECTICUT
WISCONSIN,2014,51,,-,7,,32,,496,,471,,,-,0,,2,,6,,8,,,-,0,,0,,,-,,-,POINT (-89.81636640199997 44.39319064600005),,,WISCONSIN
NEW JERSEY,2014,51,,-,0,,2,,14,,69,,,-,1,,6,,56,,,-,,-,0,,0,,,-,,-,POINT (-74.27368796999997 40.130570807000026),,,NEW JERSEY
MONTANA,2014,51,,-,1,,5,,63,,125,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,POINT (-109.42441587999997 47.06652795700006),,,MONTANA
GUAM,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (144.73149801400007 13.480998894000038),,,GUAM
